loss,val_loss
0.9992896318435669,0.8648119568824768
0.840326189994812,0.8056969046592712
0.8156796097755432,0.7883376479148865
0.8015949130058289,0.7770973443984985
0.7938313484191895,0.7763786911964417
0.7895917892456055,0.7662907838821411
0.7850631475448608,0.7624815106391907
0.7799807786941528,0.7594642043113708
0.7781718969345093,0.7531918883323669
0.7762270569801331,0.7483539581298828
0.7746134996414185,0.7559297680854797
0.7731010913848877,0.7529434561729431
0.771602213382721,0.7505233883857727
